event,station,SW_max_amp
20150218140923,DR14,6.10E-10
20150218143747,DR14,1.71E-10
20150218155618,DR14,1.00E-10
20150218162838,DR14,1.96E-10
20150218165246,DR14,1.36E-09
20150218165732,DR14,1.84E-10
20150218170534,DR14,1.75E-10
20150218180514,DR14,7.70E-10
20150218235105,DR14,2.56E-10
20150219012045,DR14,2.10E-10
20150219043655,DR14,3.64E-10
20150219043700,DR14,2.32E-10
20150219072901,DR14,1.61E-10
20150219074443,DR14,3.23E-10
20150219085804,DR14,1.39E-10
20150219113542,DR14,7.65E-10
20150219132955,DR14,2.07E-10
20150219142113,DR14,4.98E-10
20150219144558,DR14,4.90E-10
20150219160406,DR14,1.90E-09
20150219161859,DR14,4.43E-10
20150219164005,DR14,1.71E-10
20150219170033,DR14,2.10E-10
20150219225824,DR14,1.74E-10
20150220014337,DR14,1.86E-10
20150220025601,DR14,2.08E-10
20150220100203,DR14,2.22E-10
20150220114719,DR14,1.16E-09
20150220132438,DR14,2.27E-10
20150220150623,DR14,1.04E-09
20150220170022,DR14,1.42E-10
20150220172255,DR14,4.36E-10
20150220174650,DR14,1.55E-10
20150220190355,DR14,3.22E-10
20150220193037,DR14,8.72E-10
20150220210816,DR14,2.29E-10
20150220224731,DR14,1.23E-10
20150221021849,DR14,7.97E-09
20150221025701,DR14,9.69E-10
20150221071631,DR14,1.51E-10
20150221105039,DR14,2.19E-10
20150221121054,DR14,2.24E-10
20150221140623,DR14,1.85E-10
20150221162505,DR14,1.64E-10
20150221183335,DR14,8.26E-10
20150221184114,DR14,4.81E-10
20150221194556,DR14,1.41E-10
20150221203414,DR14,9.76E-10
20150222040601,DR14,6.92E-09
20150222040836,DR14,4.53E-10
20150222041710,DR14,5.82E-10
20150222051804,DR14,4.47E-10
20150222124208,DR14,7.82E-10
20150222163321,DR14,3.29E-09
20150222190345,DR14,1.30E-09
20150222214154,DR14,8.57E-10
20150222215334,DR14,3.93E-10
20150223002140,DR14,1.97E-10
20150223092401,DR14,9.70E-10
20150223095220,DR14,3.05E-10
20150223125846,DR14,2.68E-10
20150223181527,DR14,2.61E-10
20150223230038,DR14,4.88E-10
20150224014451,DR14,2.17E-10
20150224061309,DR14,1.83E-09
20150224090943,DR14,2.38E-09
20150224095928,DR14,2.15E-10
20150224100949,DR14,3.88E-10
20150224110310,DR14,7.42E-10
20150224111329,DR14,4.02E-10
20150224113025,DR14,3.68E-10
20150224113517,DR14,5.77E-10
20150224120655,DR14,4.96E-10
20150224122228,DR14,1.75E-10
20150224141132,DR14,1.29E-09
20150224174052,DR14,1.14E-09
20150224175450,DR14,2.02E-10
20150225040857,DR14,1.31E-09
20150225040906,DR14,4.16E-10
20150225083954,DR14,1.11E-09
20150225084759,DR14,2.60E-09
20150225122049,DR14,2.34E-10
20150225134437,DR14,5.64E-10
20150225135232,DR14,2.13E-10
20150225135934,DR14,3.61E-10
20150225144936,DR14,1.54E-09
20150225145302,DR14,2.38E-10
20150225170826,DR14,1.92E-10
20150225213030,DR14,2.28E-10
20150225225517,DR14,1.93E-10
20150226001213,DR14,5.43E-10
20150226022929,DR14,2.25E-10
20150226030158,DR14,2.75E-10
20150226030255,DR14,3.46E-10
20150226043259,DR14,3.55E-10
20150226060007,DR14,3.18E-10
20150226155005,DR14,4.75E-10
20150226165410,DR14,2.59E-10
20150226175601,DR14,1.60E-08
20150226225853,DR14,3.54E-10
20150227020852,DR14,3.30E-10
20150227044747,DR14,2.73E-10
20150227053631,DR14,1.78E-10
20150227070915,DR14,3.28E-10
20150227120148,DR14,1.77E-10
20150227130525,DR14,2.76E-10
20150227134045,DR14,1.66E-10
20150227135426,DR14,2.58E-10
20150227141626,DR14,2.03E-09
20150227151421,DR14,3.91E-10
20150227152636,DR14,1.87E-10
20150227153725,DR14,2.71E-10
20150227190208,DR14,4.39E-10
20150227204936,DR14,2.49E-10
20150227211526,DR14,2.02E-09
20150228002811,DR14,3.35E-10
20150228021110,DR14,3.04E-10
20150228023549,DR14,1.63E-10
20150228031207,DR14,1.61E-09
20150228033421,DR14,9.26E-10
20150228041917,DR14,3.13E-10
20150228042057,DR14,1.43E-10
20150228052254,DR14,2.00E-10
20150228084416,DR14,1.17E-10
20150228111238,DR14,5.81E-10
20150228114610,DR14,2.07E-10
20150228114738,DR14,3.91E-10
20150228120435,DR14,2.65E-10
20150228121215,DR14,2.17E-10
20150228125632,DR14,4.32E-10
20150228130613,DR14,2.21E-10
20150228131208,DR14,8.46E-09
20150228133711,DR14,3.47E-10
20150228133927,DR14,3.92E-10
20150228140201,DR14,1.89E-09
20150228142151,DR14,2.44E-10
20150228145721,DR14,1.66E-10
20150228152259,DR14,2.26E-10
20150228152410,DR14,1.19E-09
20150228152953,DR14,1.26E-10
20150228153124,DR14,1.91E-10
20150228154326,DR14,3.41E-10
20150228160947,DR14,7.77E-10
20150228174015,DR14,4.01E-10
20150228182019,DR14,2.96E-10
20150228190648,DR14,2.66E-10
20150228193527,DR14,6.14E-10
20150228200500,DR14,6.09E-10
20150228202255,DR14,1.51E-10
20150228224053,DR14,2.38E-10
